Descriptor_1,Descriptor_2,Pearson_Correlation,Abs_Correlation
ETA_dEpsilon_B,ETA_EtaP_L,-0.8051699536525599,0.8051699536525599
ATS0s,SpMax6_Bhs,0.8051025320860666,0.8051025320860666
VR3_DzZ,piPC1,0.8048410543571203,0.8048410543571203
ATSC0i,VR3_D,0.804623980622352,0.804623980622352
ATS2s,SpMAD_DzZ,0.8045997355437564,0.8045997355437564
AATS2m,AATS5m,0.8043391894394798,0.8043391894394798
SpMin5_Bhm,SpMax3_Bhv,0.8042754393275877,0.8042754393275877
AATSC6i,MATS6p,0.8042405418458431,0.8042405418458431
SpMax5_Bhv,SpMin2_Bhv,0.8041583549432172,0.8041583549432172
AATSC5e,AATSC5s,0.804131523696203,0.804131523696203
SpMax5_Bhm,SpMin7_Bhv,0.804064092251535,0.804064092251535
ETA_AlphaP,ETA_dPsi_A,-0.8037637564460666,0.8037637564460666
VCH-5,n4Ring,0.8036841707541069,0.8036841707541069
SpMin8_Bhe,SpMin7_Bhs,0.8036593626546659,0.8036593626546659
AATS3e,AATS0s,0.8035581770343728,0.8035581770343728
SpMin4_Bhv,SpMin8_Bhv,0.8034709949719306,0.8034709949719306
ATS2s,ATSC0p,0.8034475477334184,0.8034475477334184
VPC-4,MDEC-24,0.8032665720948323,0.8032665720948323
nsCH3,MDEC-12,0.8032347977477975,0.8032347977477975
MATS1c,GATS1c,-0.8032289326456874,0.8032289326456874
nHBd,nHBint7,0.8031492337315466,0.8031492337315466
AATS0e,ETA_dPsi_A,0.8031421875166197,0.8031421875166197
CrippenLogP,LipoaffinityIndex,0.8027454136941364,0.8027454136941364
SpMax3_Bhs,SpMax6_Bhs,0.8027041606040207,0.8027041606040207
ATS0p,SpMin4_Bhe,0.8025793624154527,0.8025793624154527
SC-5,VC-6,0.8024913385952066,0.8024913385952066
nS,nssS,0.8024743014153685,0.8024743014153685
AATSC4p,GATS4p,-0.8024703204858574,0.8024703204858574
ETA_Eta_F,MLFER_E,0.8021546648607086,0.8021546648607086
SM1_DzZ,TopoPSA,0.802148624075201,0.802148624075201
AATS0e,ETA_Epsilon_5,0.8021015618475212,0.8021015618475212
SpMin6_Bhv,IC3,0.8020774808713778,0.8020774808713778
SpMax4_Bhv,CIC0,0.8020751805269315,0.8020751805269315
SpMin8_Bhv,SpMin7_Bhs,0.801979251472681,0.801979251472681
ATSC7m,AATSC7m,0.8019374132363348,0.8019374132363348
ATS0p,SpMin7_Bhe,0.8016280183819944,0.8016280183819944
ATS3s,nsssCH,0.8015774751960433,0.8015774751960433
MATS7p,GATS7p,-0.8015245545758116,0.8015245545758116
nHBint8,SHBint10,0.8013216157252482,0.8013216157252482
EE_Dt,VR3_D,0.8012623649007474,0.8012623649007474
SpMin6_Bhm,SpMin7_Bhe,0.8012236320803922,0.8012236320803922
AATSC6p,MATS6i,0.8012183801772098,0.8012183801772098
SpMin8_Bhm,SpMin5_Bhs,0.800999689892732,0.800999689892732
apol,SpMin7_Bhm,0.8008238471169429,0.8008238471169429
apol,SpMin5_Bhm,0.8007798006183154,0.8007798006183154
SpMAD_DzZ,CIC0,0.8006676142516184,0.8006676142516184
SpMin8_Bhv,EE_Dt,0.8006388944495927,0.8006388944495927
SC-5,ETA_Eta_B,0.8006168354199417,0.8006168354199417
ATS4m,ETA_Eta_B,0.8005987744460018,0.8005987744460018
MATS2p,GATS2v,-0.8005601889245672,0.8005601889245672
SpMAD_DzZ,ZMIC1,0.8005504321391868,0.8005504321391868
ATSC4v,AATSC4v,0.8005023647881617,0.8005023647881617
VC-3,VC-5,0.8004454135064695,0.8004454135064695
MATS1c,MATS2e,-0.8004131693576306,0.8004131693576306
ATS3s,EE_D,0.8002707198868801,0.8002707198868801
GATS4p,GATS4i,0.8002328070500319,0.8002328070500319
AATS1e,AATS0s,0.8002112324119963,0.8002112324119963
nRing,n6Ring,0.8001828943077816,0.8001828943077816
ATSC2m,MATS2m,0.8001607172478058,0.8001607172478058
ATSC4i,MATS4i,0.7998793300913051,0.7998793300913051
MATS3p,GATS3v,-0.7997873015149072,0.7997873015149072
apol,SpMin8_Bhm,0.7997686308874405,0.7997686308874405
SpMax5_Bhm,SpMax2_Bhv,0.799736350803892,0.799736350803892
MATS4e,MATS4s,0.7997305236376295,0.7997305236376295
ATS0p,SpMax6_Bhm,0.7996036613735225,0.7996036613735225
C3SP3,VC-5,0.7995917800561542,0.7995917800561542
SpMin4_Bhv,SpMin5_Bhs,0.7995542503623054,0.7995542503623054
AATSC1v,AATSC1i,0.7995346188597969,0.7995346188597969
SHBint6,maxHBint6,0.7995315899812095,0.7995315899812095
nHBint6,nHBint9,0.7993910086469006,0.7993910086469006
apol,SpMin4_Bhe,0.7992651561453198,0.7992651561453198
SpMin8_Bhv,SpMin5_Bhs,0.7991390358714692,0.7991390358714692
AATS0e,ETA_Psi_1,-0.7991217322166969,0.7991217322166969
SpMAD_Dt,nRing,0.799058053600661,0.799058053600661
SpMin7_Bhm,SpMin7_Bhs,0.7988335594118912,0.7988335594118912
ATS0p,SpMax5_Bhv,0.7986418891614767,0.7986418891614767
AATS6v,AATS5p,0.7985807373433296,0.7985807373433296
ATS0p,SpMax7_Bhm,0.7985714208862628,0.7985714208862628
AATS4i,AATS5i,0.7985540827691339,0.7985540827691339
SpMAD_DzZ,SpMin6_Bhe,0.7985405422845687,0.7985405422845687
SHBint7,maxHBint7,0.7984771181069776,0.7984771181069776
SCH-4,n3Ring,0.7984687377820737,0.7984687377820737
AATSC1v,AATSC1p,0.7983378805517634,0.7983378805517634
SHBd,SHsOH,0.7983287230234031,0.7983287230234031
nHBint6,TopoPSA,0.798258189166791,0.798258189166791
SpMin6_Bhs,CIC0,0.7981448865572751,0.7981448865572751
ATSC0p,SpMAD_DzZ,0.7981144952109335,0.7981144952109335
VC-5,ETA_EtaP,0.7980604784868556,0.7980604784868556
AATSC0e,ETA_Epsilon_5,0.7980211858633403,0.7980211858633403
AATS4m,AATS5m,0.7979863374966928,0.7979863374966928
IC0,MIC1,0.7979642484388554,0.7979642484388554
C2SP2,SwHBa,0.7978832593248562,0.7978832593248562
GATS7v,GATS7i,0.7977907539403599,0.7977907539403599
SpMin7_Bhm,SpMax5_Bhv,0.7975985476180935,0.7975985476180935
ETA_EtaP,GGI3,0.7973851615198253,0.7973851615198253
SM1_DzZ,nHBAcc,0.7970560077535266,0.7970560077535266
MATS6m,GATS6m,-0.796829197596567,0.796829197596567
ATSC2s,MATS2s,0.7967885519585158,0.7967885519585158
SpMin7_Bhv,EE_Dt,0.7966890454941182,0.7966890454941182
SHsOH,maxHsOH,0.7965937646984917,0.7965937646984917
ETA_Epsilon_4,IC0,0.7965333180381808,0.7965333180381808
SpMin3_Bhv,SpMin5_Bhe,0.7964785818457926,0.7964785818457926
AMR,SHCsats,0.7964648759583748,0.7964648759583748
AATS0v,AATS4v,0.7964544785813438,0.7964544785813438
C2SP3,ETA_dBeta,-0.7963490203432726,0.7963490203432726
minHBa,minssS,0.7957885674209849,0.7957885674209849
AATSC7v,AATSC7p,0.7957610428788845,0.7957610428788845
Kier3,nRotB,0.795693051181764,0.795693051181764
VR1_Dt,VR2_Dt,0.7955449148532585,0.7955449148532585
SpMin3_Bhv,SpMin7_Bhv,0.7954662727375441,0.7954662727375441
EE_Dt,nRing,0.7953803333721867,0.7953803333721867
AATS0v,AATS1p,0.7951767902565503,0.7951767902565503
AATSC6s,MATS6e,0.795024675679736,0.795024675679736
MATS6p,GATS6v,-0.7949879769065948,0.7949879769065948
GATS4c,GATS4e,0.7949204437417069,0.7949204437417069
SC-6,MDEC-14,0.7948898533061046,0.7948898533061046
nssssC,ETA_Shape_X,0.7948267004728498,0.7948267004728498
VR3_DzZ,ETA_Beta,0.7948164441219125,0.7948164441219125
MATS2p,MATS2i,0.7947671833177549,0.7947671833177549
AATS5e,AATS5s,0.7946013101129165,0.7946013101129165
AATS0i,AATS1i,0.7945779195492461,0.7945779195492461
SpMax1_Bhv,SpMin1_Bhv,0.7945764074220034,0.7945764074220034
ATSC3v,GATS3v,-0.7944930658471868,0.7944930658471868
SpMin6_Bhv,SpMin7_Bhe,0.794357902016464,0.794357902016464
AATSC5p,GATS5v,-0.7942605872677824,0.7942605872677824
ndssC,ndO,0.7942453809211784,0.7942453809211784
AATS0s,AATS3s,0.7940784350428574,0.7940784350428574
ATS0s,ATSC0i,0.7939923713392292,0.7939923713392292
VPC-4,MDEC-14,0.7939595272180712,0.7939595272180712
SpMin7_Bhe,EE_Dt,0.793936530615812,0.793936530615812
nsssCH,SsssCH,-0.793844494780283,0.793844494780283
SpMin6_Bhs,SpMin8_Bhs,0.7938420965424104,0.7938420965424104
ATS0p,SpMax5_Bhm,0.7938107619844308,0.7938107619844308
ATSC0p,ATSC0i,0.7937494630561385,0.7937494630561385
SpMAD_DzZ,SpMin8_Bhv,0.7937172847492381,0.7937172847492381
piPC1,VR3_D,0.7935739927083537,0.7935739927083537
AATS0v,AMW,0.7934091922671059,0.7934091922671059
GATS4e,GATS4s,0.7933579634777529,0.7933579634777529
ETA_Beta,Kier2,0.7933542918722502,0.7933542918722502
IC0,AMW,0.7933506123189183,0.7933506123189183
C3SP3,ETA_EtaP,0.7932503971978401,0.7932503971978401
ATSC4p,AATSC4p,0.7931178061178707,0.7931178061178707
ATSC3c,AATSC3c,0.7930976500741824,0.7930976500741824
ATS0s,SpMax5_Bhs,0.7930247464687995,0.7930247464687995
nBondsM,C2SP2,0.7930227707069091,0.7930227707069091
SpMax5_Bhm,SpMin6_Bhm,0.7928724466165391,0.7928724466165391
SpMin2_Bhm,SpMax2_Bhv,0.7923543833694194,0.7923543833694194
nHBint3,nHBint8,0.7922487808625214,0.7922487808625214
AATS2s,meanI,0.7921801895725078,0.7921801895725078
C2SP3,nsssCH,0.7921503694081714,0.7921503694081714
AATS0i,AATS3i,0.7921329284867096,0.7921329284867096
SpMax6_Bhm,IC3,0.7920638858379981,0.7920638858379981
AMR,ETA_Eta_B,0.7919779149518125,0.7919779149518125
SpMax7_Bhm,SpMin3_Bhm,0.7919659857099498,0.7919659857099498
ATS0p,SpMin6_Bhm,0.7919619091205353,0.7919619091205353
SC-5,ETA_EtaP,0.7919508768325184,0.7919508768325184
naAromAtom,C2SP2,0.7919066062498511,0.7919066062498511
ATS0m,ATS4m,0.7918862832061089,0.7918862832061089
GATS7p,GATS7i,0.7918734362754253,0.7918734362754253
nBondsM,nHaaCH,0.7918022627035478,0.7918022627035478
SpMin7_Bhm,piPC1,0.7917807068712496,0.7917807068712496
SpMin2_Bhs,SpMin4_Bhs,0.7917368535436605,0.7917368535436605
SpMAD_DzZ,nRotBt,0.7915180484089891,0.7915180484089891
ALogp2,SHBint8,0.7914704899013427,0.7914704899013427
nHsNH2,minsNH2,0.7914377156454777,0.7914377156454777
EE_Dt,CIC0,0.7912798132326931,0.7912798132326931
AVP-4,AVP-5,0.7912652714547017,0.7912652714547017
ATSC8p,ATSC8i,0.7912025025867568,0.7912025025867568
AATSC4v,AATSC4p,0.7911294072102287,0.7911294072102287
ATS3s,VR3_Dt,0.7911187727958827,0.7911187727958827
nHBd,SHBint3,0.7910141039997178,0.7910141039997178
apol,SpMax5_Bhv,0.7909960714682714,0.7909960714682714
C4SP3,MDEC-44,0.7909175648470472,0.7909175648470472
ATS0s,GGI3,0.7908236349705456,0.7908236349705456
ATSC3p,MATS3p,0.7908223395648875,0.7908223395648875
GATS6v,GATS6i,0.7907674676807817,0.7907674676807817
MATS5p,MATS5i,0.7906051166370832,0.7906051166370832
AVP-2,AVP-4,0.7903537202305578,0.7903537202305578
AATS7v,AATS6p,0.7902554171172892,0.7902554171172892
apol,ETA_Beta,0.7902311724118788,0.7902311724118788
nHBa,ETA_Eta_F,0.7901508669955538,0.7901508669955538
AMR,GGI2,0.7900072154375192,0.7900072154375192
AATS0s,ETA_dPsi_A,0.7897961144133108,0.7897961144133108
ASP-3,ETA_Epsilon_3,-0.789781803510654,0.789781803510654
ETA_Shape_X,JGT,0.7897363407610054,0.7897363407610054
MATS5i,GATS5i,-0.7896473248872946,0.7896473248872946
nssssC,SssssC,-0.7895235613531254,0.7895235613531254
nwHBa,ETA_Beta,0.7894401694048397,0.7894401694048397
SIC2,CIC4,-0.7892828457259196,0.7892828457259196
MATS8p,GATS8p,-0.7891738791151716,0.7891738791151716
SpMax6_Bhm,SpMin7_Bhm,0.7891670061368057,0.7891670061368057
ATSC1e,MATS1e,0.7890297022171544,0.7890297022171544
SpMax7_Bhm,IC3,0.7889527710149461,0.7889527710149461
SM1_Dzs,ETA_dAlpha_B,0.7888958725046639,0.7888958725046639
naAromAtom,nHother,0.7888928283660217,0.7888928283660217
AATS1i,AATS2i,0.7887974273822279,0.7887974273822279
AATS3p,Mp,0.7887697959638514,0.7887697959638514
ETA_Shape_P,JGI1,0.788710439762544,0.788710439762544
SpMin5_Bhm,SpMin6_Bhs,0.7885598485402889,0.7885598485402889
SpMin4_Bhm,SpMin8_Bhv,0.7885378315600603,0.7885378315600603
SpMax3_Bhv,SpMin5_Bhe,0.7884658698310381,0.7884658698310381
SpMax7_Bhm,SpMin6_Bhe,0.7884307161935735,0.7884307161935735
ATS0p,SpMin8_Bhm,0.788408172896471,0.788408172896471
C3SP3,MDEC-34,0.7883595439440747,0.7883595439440747
AATS4p,Mp,0.7883561116297664,0.7883561116297664
AATS1s,meanI,0.7880987506851315,0.7880987506851315
ETA_Beta,ETA_EtaP_F,0.7880850760907964,0.7880850760907964
SpMAD_DzZ,SpMin4_Bhe,0.7876458494403715,0.7876458494403715
ATS0p,SpMin7_Bhm,0.7874523194631396,0.7874523194631396
SpMax7_Bhm,SpMin2_Bhv,0.7873797647845721,0.7873797647845721
Kier3,nRotBt,0.7872999172433,0.7872999172433
AATS1e,AATS1s,0.7870155258448313,0.7870155258448313
SpMax5_Bhv,IC3,0.7870008336896789,0.7870008336896789
AATS0e,AATS4s,0.7868493840037152,0.7868493840037152
ATSC1e,SHBd,-0.7867710511243925,0.7867710511243925
AMR,SpMax_Dt,0.7866808041766228,0.7866808041766228
SpMin6_Bhv,EE_Dt,0.7866718226516649,0.7866718226516649
ATS2s,piPC1,0.7865417849468374,0.7865417849468374
AATSC0m,ETA_dAlpha_A,0.7864940024539326,0.7864940024539326
ATSC2s,AATSC2e,0.7864939044996803,0.7864939044996803
AATS0s,ETA_Psi_1,-0.7862159850046265,0.7862159850046265
ATS0s,VR3_DzZ,0.7860240362037576,0.7860240362037576
AMR,ATS4m,0.7859988608714469,0.7859988608714469
ATSC0p,Kier2,0.7859968572231909,0.7859968572231909
SHssNH,minHssNH,0.7859420460990072,0.7859420460990072
nHBa,MLFER_S,0.7857729228224446,0.7857729228224446
ATSC0p,SpMax_Dt,0.7857596435964086,0.7857596435964086
SpMin5_Bhe,EE_Dt,0.7855360785762043,0.7855360785762043
ATSC2i,GATS2i,-0.7854685362499176,0.7854685362499176
ATSC1e,nHsOH,-0.7854602336981248,0.7854602336981248
ATS4m,ATS0s,0.7854335692644963,0.7854335692644963
apol,SpMAD_Dt,0.7853336759546737,0.7853336759546737
AATS1s,AATS4s,0.7852056991083822,0.7852056991083822
ATS0p,SpMin5_Bhm,0.7852002479901777,0.7852002479901777
ASP-0,RotBtFrac,0.7850030757005044,0.7850030757005044
SpMax6_Bhm,SpMin8_Bhv,0.7849254888188085,0.7849254888188085
SHBint8,SHBint10,0.7848836906519168,0.7848836906519168
AATS4m,AATS6m,0.784877781795961,0.784877781795961
ASP-1,ASP-4,0.7848583930555866,0.7848583930555866
C4SP3,SC-6,0.7847379599441854,0.7847379599441854
AATS4m,AMW,0.7846422400821803,0.7846422400821803
SpMax4_Bhm,piPC1,0.7845129796967536,0.7845129796967536
minwHBa,mindssC,0.7845015298838114,0.7845015298838114
AATSC1p,MATS1i,0.7843744006485305,0.7843744006485305
ETA_Beta,VR3_D,0.7843233560718957,0.7843233560718957
MIC0,MIC1,0.7841944593755523,0.7841944593755523
AATS0v,AATS3v,0.7840585995003511,0.7840585995003511
SpMin2_Bhv,SpMin4_Bhv,0.7840584464092583,0.7840584464092583
SpMin2_Bhm,SpMax3_Bhv,0.7839147872912954,0.7839147872912954
AATS5m,AATS5v,0.7839025024173757,0.7839025024173757
AATS1v,AATS0p,0.7838995205609187,0.7838995205609187
SHBd,SHBint6,0.7838675838227182,0.7838675838227182
MDEO-11,TopoPSA,0.7838662359748275,0.7838662359748275
AATS0e,AATS3s,0.7838081436129781,0.7838081436129781
SssssC,MDEC-34,-0.7838014215825656,0.7838014215825656
SpMax5_Bhv,SpMin8_Bhv,0.7837450026942425,0.7837450026942425
MLFER_S,TopoPSA,0.7836554139308909,0.7836554139308909
SpMax5_Bhv,SpMin5_Bhs,0.7836288651820744,0.7836288651820744
nssssC,GGI2,0.7836005665447145,0.7836005665447145
SpMin7_Bhe,SpMin8_Bhs,0.7835807378700281,0.7835807378700281
MATS1c,GATS2c,0.783496067965304,0.783496067965304
LipoaffinityIndex,XLogP,0.7834725034929373,0.7834725034929373
MATS1i,GATS1i,-0.7834697626281932,0.7834697626281932
nF,minsF,0.7834422213813651,0.7834422213813651
ATS2s,SHCsats,0.7833700944857104,0.7833700944857104
ATS0m,SpMax2_Bhm,0.7833421423299287,0.7833421423299287
SpMax1_Bhs,SpMax3_Bhs,0.7832315572048281,0.7832315572048281
apol,SpMin4_Bhv,0.7832220015304644,0.7832220015304644
AATSC7e,MATS7s,0.7829234745699177,0.7829234745699177
AATS3m,MIC0,0.7827705915493559,0.7827705915493559
AATSC1p,AATSC1i,0.7826656774596558,0.7826656774596558
ATSC2m,AATSC2m,0.782545602916082,0.782545602916082
MATS2e,MATS2s,0.7825136083913945,0.7825136083913945
ATSC6m,AATSC6m,0.7824310779064718,0.7824310779064718
AATS1e,AATS5e,0.7823571429075105,0.7823571429075105
SpMin2_Bhm,SpMin4_Bhm,0.7820228153294321,0.7820228153294321
SsssCH,MDEO-12,-0.781944093531723,0.781944093531723
AATSC2v,GATS2v,-0.7818031438676957,0.7818031438676957
ATSC1v,ATSC1i,0.781791183238688,0.781791183238688
SM1_Dze,ETA_Eta_F,0.7815903884211373,0.7815903884211373
VE3_DzZ,VE3_D,0.7814877908949706,0.7814877908949706
ATS0s,SM1_DzZ,0.7814715362071443,0.7814715362071443
GATS2e,GATS2s,0.781118124132804,0.781118124132804
ATSC0i,SpMin6_Bhe,0.7810951758133197,0.7810951758133197
SHCsats,SsssCH,-0.7810773046873715,0.7810773046873715
AATS2s,AATSC0e,0.781055815816337,0.781055815816337
ATS4m,ATSC0e,0.781051161809097,0.781051161809097
piPC1,EE_D,0.7808709753023755,0.7808709753023755
ETA_Epsilon_2,IC0,0.7806934412068498,0.7806934412068498
SCH-6,VCH-7,0.780684057361421,0.780684057361421
AATS5e,ETA_Epsilon_4,0.7806806949372634,0.7806806949372634
ATS0p,SpMin4_Bhv,0.7806756729776256,0.7806756729776256
MATS6i,GATS6i,-0.7805247651079407,0.7805247651079407
ATS3s,SC-5,0.7802668572585952,0.7802668572585952
ATS0p,SpMax4_Bhv,0.7802054523893369,0.7802054523893369
nI,AATSC4m,0.7801914983285941,0.7801914983285941
VE3_Dzs,VE3_D,0.7800386705817726,0.7800386705817726
GATS3p,GATS3i,0.7799249254970393,0.7799249254970393
AATS2i,AATS3i,0.7798102689717765,0.7798102689717765
ATSC4p,MATS4p,0.7797082372511138,0.7797082372511138
Kier2,nRotB,0.7796615485176582,0.7796615485176582
ATS0s,MDEO-11,0.7796159410552679,0.7796159410552679
ATSC0i,ETA_Eta_F,0.7794833062959147,0.7794833062959147
ATSC0p,VR3_Dt,0.779475658997126,0.779475658997126
ASP-1,nRing,-0.7793668561195104,0.7793668561195104
ATSC4v,ATSC4i,0.7793371963539198,0.7793371963539198
SpMax5_Bhm,IC3,0.7792582714523414,0.7792582714523414
SpMax6_Bhm,SpMin6_Bhe,0.77919483200492,0.77919483200492
MATS3m,GATS3m,-0.7791049087672572,0.7791049087672572
SpMAD_DzZ,SpMin4_Bhv,0.7789867203853564,0.7789867203853564
GATS8v,GATS8i,0.7789047999686399,0.7789047999686399
SpMin2_Bhv,piPC1,0.7788140984730256,0.7788140984730256
SpMin6_Bhe,SpMin8_Bhe,0.7787004760290519,0.7787004760290519
nHBa,ETA_Eta_B,0.7786441182125314,0.7786441182125314
AATSC7s,MATS7e,0.7786424155845948,0.7786424155845948
nHCsats,CIC0,0.7785605442392881,0.7785605442392881
SC-6,VPC-4,0.7785526341018538,0.7785526341018538
SpMin3_Bhm,SpMin5_Bhe,0.7784966736543689,0.7784966736543689
MATS2p,GATS2p,-0.7784197108614225,0.7784197108614225
ETA_dBeta,HybRatio,-0.7783572389153743,0.7783572389153743
AATS0e,AATS1s,0.777945339552428,0.777945339552428
ATSC0p,SpMAD_Dzs,0.7779339715505902,0.7779339715505902
ATSC3e,MATS3e,0.7776963284701915,0.7776963284701915
ATSC0e,VR3_DzZ,0.7772998676492748,0.7772998676492748
nssCH2,SssCH2,0.7771675101156943,0.7771675101156943
SpMin3_Bhm,SpMin7_Bhv,0.7770742791440863,0.7770742791440863
SpMin3_Bhm,SIC0,-0.777059578767013,0.777059578767013
ATSC0i,SpMin7_Bhv,0.7770132117898175,0.7770132117898175
minHBd,maxHBd,0.7770106518770287,0.7770106518770287
SC-5,MDEC-14,0.7768898821591002,0.7768898821591002
SpMax5_Bhv,SpMin6_Bhe,0.7768197927682463,0.7768197927682463
MDEC-14,MDEC-24,0.7768169105454752,0.7768169105454752
AATSC1s,MATS1s,0.776751858709794,0.776751858709794
nRotBt,EE_D,0.7766298675298503,0.7766298675298503
SpMax7_Bhm,CIC0,0.7766007059708663,0.7766007059708663
nHBd,SHBint10,0.7765190182738237,0.7765190182738237
ATS2s,nRotBt,0.776334842031176,0.776334842031176
apol,SpMax7_Bhm,0.7763337761243884,0.7763337761243884
ATSC0e,SHCsats,0.7762557776902955,0.7762557776902955
nO,SsssCH,-0.7762224524310872,0.7762224524310872
ATS2s,ZMIC1,0.7761952185704419,0.7761952185704419
AATSC2e,MATS2s,0.7761568097114404,0.7761568097114404
SpMin7_Bhv,IC3,0.7761556807808727,0.7761556807808727
SHBint2,maxHBint2,0.7760240103357136,0.7760240103357136
SpMax4_Bhm,SpMax5_Bhv,0.7760124785768309,0.7760124785768309
ATSC0e,SsssCH,-0.7759961849761113,0.7759961849761113
ATSC1i,MATS1p,0.7758523037382513,0.7758523037382513
fragC,piPC1,0.7757645893155607,0.7757645893155607
ATSC0i,Kier2,0.7756780471892347,0.7756780471892347
SpMAD_DzZ,SpMin5_Bhm,0.7755575521725104,0.7755575521725104
ATS0s,GGI2,0.7755038575255735,0.7755038575255735
ATS0p,SpMAD_Dt,0.775178996899008,0.775178996899008
ATSC0e,nRotBt,0.7751009474651527,0.7751009474651527
apol,nHCsats,0.7749411036621909,0.7749411036621909
nHBint4,nHsOH,0.7748377215619631,0.7748377215619631
SpMax7_Bhm,SpMin8_Bhm,0.7747896707048892,0.7747896707048892
SpMax3_Bhv,SpMin7_Bhv,0.7746049026049967,0.7746049026049967
nHBint3,SHBint8,0.7745768781861369,0.7745768781861369
AATS3v,AATS4p,0.7745628597357311,0.7745628597357311
SpMax_Dt,GGI2,0.7745175418783884,0.7745175418783884
nHBint7,nHBint10,0.774483910829804,0.774483910829804
SpMin4_Bhm,SpMin6_Bhe,0.7744548294071333,0.7744548294071333
AATS1m,AATS5m,0.7743761645755558,0.7743761645755558
SpMAD_DzZ,SpMin6_Bhm,0.7743272843912499,0.7743272843912499
nHBint10,SHBint8,0.7742878765732703,0.7742878765732703
SC-6,JGI2,0.7742669011097004,0.7742669011097004
SpMin4_Bhv,SpMin6_Bhe,0.7741112101652234,0.7741112101652234
ATS0s,VR3_D,0.774058098737318,0.774058098737318
apol,SpMax6_Bhm,0.773865152397812,0.773865152397812
ATSC0i,SpMin5_Bhe,0.7738329721771825,0.7738329721771825
AATS3s,meanI,0.7738307303896931,0.7738307303896931
SpMax6_Bhm,SpMin3_Bhm,0.773816227241471,0.773816227241471
SpMin4_Bhs,SpMin6_Bhs,0.7737730154029417,0.7737730154029417
SpMin7_Bhv,SpMin7_Bhs,0.7736420296100269,0.7736420296100269
SHBd,SHBint3,0.7734973535977505,0.7734973535977505
AATSC0v,ETA_Epsilon_2,-0.7734579024634336,0.7734579024634336
AMR,ATSC0p,0.7734431459607791,0.7734431459607791
nHBAcc,MLFER_S,0.7733788606212997,0.7733788606212997
AATS3e,IC0,0.7733575969747406,0.7733575969747406
ATS2s,nHBAcc,0.7732895481903832,0.7732895481903832
ATSC1e,nHBint4,-0.77295773664426,0.77295773664426
VR3_DzZ,fragC,0.7727945719052999,0.7727945719052999
ETA_BetaP,ETA_dBeta,0.7727916743682691,0.7727916743682691
AMR,nHCsats,0.7727693414251914,0.7727693414251914
ATSC3c,MATS3c,0.7727652770938516,0.7727652770938516
nHBint8,SsssCH,-0.7726080999945766,0.7726080999945766
AMR,GGI3,0.772210751850035,0.772210751850035
AATS4v,AATS3p,0.7721728376824729,0.7721728376824729
ATS2s,GGI2,0.7721459153328064,0.7721459153328064
ATSC0i,SpMin8_Bhv,0.7721096192533374,0.7721096192533374
SpMax5_Bhm,SpMin3_Bhm,0.7718434152883547,0.7718434152883547
apol,SpMin4_Bhm,0.771695426948392,0.771695426948392
EE_Dt,EE_D,0.7715997059586716,0.7715997059586716
AATS1e,AATS2s,0.7713526620924971,0.7713526620924971
ETA_EtaP,ETA_EtaP_L,0.7712958930410657,0.7712958930410657
ALogp2,nHBint9,0.771220632013013,0.771220632013013
SpMAD_DzZ,SpMax5_Bhv,0.77114302393918,0.77114302393918
AATS2p,AATS4p,0.7710300269447676,0.7710300269447676
ETA_Beta,fragC,0.7709842219063691,0.7709842219063691
minHBint8,maxHBint8,0.7707645295027383,0.7707645295027383
nO,MDEO-11,0.7707581490499111,0.7707581490499111
AATS3e,AATS4e,0.7707569985863268,0.7707569985863268
ATS3s,SsssCH,-0.7707299798465832,0.7707299798465832
ATSC5i,MATS5i,0.7706958080084928,0.7706958080084928
SpMin6_Bhm,SpMax3_Bhv,0.7706859921520477,0.7706859921520477
ATS4m,fragC,0.7705966861293401,0.7705966861293401
GATS1e,GATS1s,0.7705472645295404,0.7705472645295404
SpMin5_Bhv,IC3,0.7705065591874134,0.7705065591874134
SpMin3_Bhm,piPC1,0.7704971543130327,0.7704971543130327
ATSC0e,ATSC0i,0.7704671208158924,0.7704671208158924
SpMax2_Bhv,SpMin4_Bhv,0.7704622477295854,0.7704622477295854
SpMax_Dt,Kier2,0.7704574130320895,0.7704574130320895
nO,SM1_DzZ,0.7703571149282669,0.7703571149282669
ATS3s,ATSC0p,0.7702723911506802,0.7702723911506802
AVP-3,AVP-4,0.7702399274163773,0.7702399274163773
MATS6e,GATS6e,-0.7702084524226391,0.7702084524226391
Mp,ETA_dEpsilon_B,0.7701973625659843,0.7701973625659843
BCUTw-1h,SpMax1_Bhm,0.7701714097910654,0.7701714097910654
SpMin4_Bhm,SpMin2_Bhv,0.7701267799766538,0.7701267799766538
ATSC0i,VR3_Dt,0.7699138478647055,0.7699138478647055
SC-5,MDEC-44,0.7698978959395446,0.7698978959395446
AATSC6p,AATSC6i,0.7697257470018565,0.7697257470018565
ATSC2v,MATS2p,0.769671333732938,0.769671333732938
ATSC0e,GGI2,0.7696578112072759,0.7696578112072759
AATSC6p,GATS6v,-0.7694689650073859,0.7694689650073859
ATSC0i,SpMin6_Bhv,0.7692131963324668,0.7692131963324668
AATS2p,GATS1p,-0.7691441578866719,0.7691441578866719
SIC0,SIC1,0.7691054408377181,0.7691054408377181
SpMax2_Bhs,SpMax5_Bhs,0.7690281672743086,0.7690281672743086
